Rank_year,Rank_yearPrev,Company,Notes,Country,ArmsRevenue_year,ArmsRevenue_yearPrev,TotalRevenue_year,ArmsRevenue_pctTotRevenue_year,ArmsRevenue_yearPrev_constant2022Prices,Year
2,2,Lockheed Martin Corp.,United States,29400,28120,41862,0.7023075820553246,41515.86845309877,40841.12474308214,2007
3,3,BAE Systems,United Kingdom,29320,23790,30750,0.9534959349593496,26412.92936718426,23862.02210583467,2007
4,4,Northrop Grumman Corp.,United States,24600,23650,32018,0.7683178212255606,34737.76748116427,34348.95448698053,2007
5,5,General Dynamics Corp.,United States,21520,18770,27240,0.7900146842878121,30388.486024172977,27261.305527299137,2007
6,6,Raytheon,United States,19540,17610,21301,0.9173278249847425,27592.519373249997,25576.536512292907,2007
7,7,EADS,Trans-European,13090,12600,53520,0.2445814648729447,12889.589824524837,13792.195780971097,2007
8,8,L-3 Communications,United States,11240,9980,13961,0.8050999212090825,15872.053109279937,14494.823077381216,2007
9,9,Finmeccanica,Italy,9850,8640,18376,0.5360252503265128,9794.995360690544,9545.293300026455,2007
10,10,Thales,France,9350,8240,16825,0.5557206537890045,8926.99606789575,8711.01018147527,2007
11,11,United Technologies Corp.,United States,8760,7650,54759,0.15997370295293925,12370.03427378045,11110.76117654973,2007
12,13,Science Applications International Corp.,United States,6260,5800,8935,0.7006155567991047,8839.7733508979,8423.845075031168,2007
13,14,Honeywell International,United States,5020,4400,34589,0.14513284570239093,7088.763933148157,6390.503160368471,2007
14,-,KBR,United States,5000,6630,8745,0.5717552887364208,7060.521845765096,9629.326353009765,2007
15,16,Rolls-Royce,United Kingdom,4580,3960,14873,0.3079405634371008,4125.894150808455,3971.988547251168,2007
16,15,MBDA,Trans-European,4040,4080,4104,0.9844054580896686,3978.146897714312,4466.0443481239745,2007
17,18,DCNS,France,3860,3400,3860,1,3685.3694996874437,3594.34886128834,2007
18,17,Computer Sciences Corp.,United States,3860,3600,16500,0.23393939393939395,5450.722864930654,5228.593494846931,2007
19,19,ITT Corporation,United States,3850,3290,9003,0.42763523270021103,5436.601821239125,4778.353499457335,2007
20,20,General Electric,United States,3460,3260,172488,0.020059366448680487,4885.881117269447,4734.781887000277,2007
21,22,DRS Technologies,United States,3230,2740,3295,0.9802731411229135,4561.097112364252,3979.5406044112756,2007
22,29,Almaz-Antey,Russia,2780,1950,3122,0.8904548366431775,3143.859686090483,2555.168855892615,2007
23,25,Saab,Sweden,2770,2250,3406,0.813270698766882,2345.352115809907,2125.685967343655,2007
24,33,AM General,United States,2670,1700,. .,. .,3770.3186656385615,2469.058039233273,2007
25,21,Safran,France,2550,2760,16425,0.1552511415525114,2434.635291244296,2917.7655462222992,2007
26,27,Electronic Data Systems,United States,2540,2170,22134,0.11475557965121533,3586.745097648669,3151.679967727178,2007
27,26,Textron,United States,2510,2180,13225,0.1897920604914934,3544.3819665740784,3166.2038385461974,2007
28,23,Alliant Techsystems,United States,2460,2350,4172,0.5896452540747843,3473.7767481164274,3413.1096424695247,2007
29,31,Rheinmetall,Germany,2400,1810,5480,0.43795620437956206,2435.731507162193,2050.2094570399354,2007
30,38,Dassault Aviation Groupe,France,2380,1570,5590,0.4257602862254025,2272.3262718280093,1659.7434447713804,2007
31,24,Mitsubishi Heavy Industries,Japan,2320,2260,27202,0.08528784648187633,2216.0102497983366,2133.306225160314,2007
32,40,URS Corp.,United States,2290,1530,9023,0.2537958550371273,3233.719005360414,2222.152235309946,2007
33,28,Rockwell Collins,United States,2230,2040,4415,0.5050962627406569,3148.992743211233,2962.8696470799277,2007
34,36,QinetiQ,United Kingdom,2160,1610,2733,0.7903402854006586,1945.836542739359,1614.8741315844395,2007
35,35,CACI International,United States,2120,1660,2423,0.8749484110606686,2993.6612626044007,2410.962555957196,2007
36,32,Israel Aerospace Industries,Israel,1960,1750,3316,0.5910735826296744,3037.7376651844306,2955.626371643607,2007
37,64,Babcock International Group,United Kingdom,1920,760,3332,0.5762304921968787,1729.6324824349856,762.3008323007292,2007
38,46,Elbit Systems,Israel,1910,1400,2068,0.9235976789168279,2960.2443573991136,2364.5010973148856,2007
39,45,VT Group,United Kingdom,1870,1400,2402,0.7785179017485429,1684.5899698715746,1404.238375290817,2007
40,44,Booz Allen Hamilton,United States,1820,1450,3625,0.5020689655172413,2570.029951858495,2105.961268757792,2007
41,37,CEA,France,1760,1590,4652,0.37833190025795355,1680.3757304274354,1680.8866733671941,2007
42,41,ThyssenKrupp,Germany,1740,1520,70776,0.02458460495083079,1765.9053426925898,1721.722858950664,2007
43,34,Harris Corp.,United States,1720,1660,4243,0.4053735564459109,2428.819514943193,2410.962555957196,2007
44,78,Sukhoi,Russia,1710,600,1855,0.921832884097035,1933.8129723793977,786.2058018131122,2007
45,49,Krauss-Maffei Wegmann,Germany,1690,1190,1779,0.9499718943226532,1715.1609362933775,1347.9277645732172,2007
46,39,Hindustan Aeronautics,India,1670,1550,2086,0.800575263662512,2433.1525361802464,2632.213022553506,2007
47,43,Goodrich Corp.,United States,1600,1470,6392,0.2503128911138924,2259.366990644831,2135.00901039583,2007
48,48,Indian Ordnance Factories,India,1580,1290,1678,0.9415971394517283,2302.0245551884964,2190.680515544531,2007
49,47,Oshkosh Truck Corp.,United States,1570,1320,6307,0.24892976058347868,2217.0038595702404,1917.1509481105415,2007
50,50,Serco Group,United Kingdom,1440,1170,5623,0.2560910545971901,1297.2243618262394,1173.5420707787541,2007
51,53,Navantia,Spain,1390,1130,1734,0.8016147635524798,1400.3629768148364,1276.6577608382654,2007
52,54,ManTech International Corp.,United States,1350,1080,1448,0.9323204419889503,1906.340898356576,1568.5780484540794,2007
53,52,Cobham,United Kingdom,1220,1140,2123,0.574658502119642,1099.0373065472304,1143.4512484510938,2007
54,56,Bechtel Corp.,United States,1170,1000,27000,0.043333333333333335,1652.1621119090325,1452.3870819019253,2007
55,57,Rafael,Israel,1140,950,1200,0.95,1766.8474175052302,1604.4828874636723,2007
56,60,ST Engineering,Singapore,1100,880,3351,0.3282602208296031,1635.4122014261004,1408.4012927388421,2007
57,72,EDO,United States,1060,660,1150,0.9217391304347826,1496.8306313022003,958.5754740552708,2007
58,73,Tactical Missiles Corp.,Russia,1050,650,1110,0.9459459459459459,1187.4290181277004,851.7229519642049,2007
59,65,GKN,United Kingdom,950,740,7740,0.1227390180878553,855.8077387048106,742.2402840822889,2007
60,61,Diehl,Germany,900,850,3106,0.2897617514488088,913.3993151858223,962.8055461237266,2007
61,59,DynCorp International,United States,900,900,2140,0.4205607476635514,1270.8939322377173,1307.1483737117328,2007
62,67,Irkut,Russia,900,740,1023,0.8797653958944281,1017.7963012523146,969.6538222361718,2007
63,-,Force Protection,United States,890,200,891,0.9988776655443322,1256.7728885461872,290.4774163803851,2007
64,62,Bumar Group,Poland,870,820,1074,0.8100558659217877,845.3742503033349,915.2475327354464,2007
65,66,Indra,Spain,870,740,2967,0.29322548028311424,876.4861797330271,836.0413655047047,2007
66,71,Bharat Electronics,India,840,660,995,0.8442211055276382,1223.861155922998,1120.8132870227832,2007
67,69,Precision Castparts Corp.,United States,820,690,6852,0.11967308814944541,1157.9255827054758,1002.1470865123284,2007
68,58,Nexter,France,800,900,803,0.9962640099626401,763.8071501942889,951.4452868116193,2007
69,80,Samsung Techwin,South Korea,770,580,3490,0.22063037249283668,768.0163797332073,609.4691302253134,2007
70,75,General Atomics,United States,750,630,. .,. .,1059.0782768647646,915.003861598213,2007
71,63,NEC Corp.,Japan,740,810,39210,0.018872736546799287,706.8308555391246,764.5920541503781,2007
72,70,Jacobs Engineering Group,United States,740,670,8474,0.08732593816379514,1044.9572331732343,973.09934487429,2007
73,87,Chugach Alaska Corporation,United States,720,550,900,0.8,1016.7151457901739,798.8128950460589,2007
74,74,The Aerospace Corp.,United States,700,640,790,0.8860759493670886,988.4730584071135,929.5277324172322,2007
75,107,LIG Nex1,South Korea,690,460,697,0.9899569583931134,688.2224701505364,483.37206879938645,2007
76,76,Mitre Corp.,United States,680,620,1113,0.6109613656783468,960.2309710240531,900.4799907791937,2007
77,77,MTU Aero Engines,Germany,680,610,3525,0.19290780141843972,690.123927029288,690.9545683946743,2007
78,104,Meggitt,United Kingdom,670,480,1757,0.3813318155947638,603.5696683497085,481.4531572425658,2007
79,79,Fincantieri,Italy,660,580,3658,0.18042646254784034,656.3144099548994,640.7720039369611,2007
80,108,Alion Science & Technology Corp.,United States,660,450,738,0.8943089430894309,931.9888836409928,653.5741868558664,2007
81,82,Korea Aerospace Industries,South Korea,650,570,861,0.7549361207897793,648.325515359201,598.9610417731528,2007
82,84,Cubic Corp.,United States,640,560,890,0.7191011235955056,903.7467962579324,813.3367658650782,2007
83,105,Patria Group,Finland,640,480,740,0.8648648648648649,635.273386025867,532.8731891425832,2007
84,90,Teledyne Technologies,United States,620,540,1622,0.38224414303329224,875.504708874872,784.2890242270397,2007
85,94,Ultra Electronics Group,United Kingdom,620,530,826,0.7506053268765133,558.5271557862975,531.6045277886664,2007
86,81,Curtiss-Wright Corp.,United States,610,580,1592,0.38316582914572866,861.3836651833418,842.3845075031167,2007
87,86,Moog,United States,590,550,1558,0.37869062901155326,833.1415778002814,798.8128950460589,2007
88,93,UMPO,Russia,590,530,619,0.9531502423263328,667.2220197098507,694.4817916015825,2007
89,51,Kawasaki Heavy Industries,Japan,580,1160,12748,0.045497332914967055,554.0025624495842,1094.9713368079488,2007
90,106,GenCorp,United States,580,480,745,0.7785234899328859,819.0205341087512,697.1457993129242,2007
91,89,RUAG,Switzerland,580,540,1174,0.4940374787052811,765.1444275130067,749.5578244716122,2007
92,101,CAE,Canada,570,500,1325,0.43018867924528303,638.9725580568297,604.6061009283417,2007
93,100,Avio,Italy,570,500,2126,0.2681091251175917,566.8169904155949,552.3896585663458,2007
94,98,Ceradyne,United States,560,510,757,0.7397622192866579,790.7784467256909,740.7174117699819,2007
95,68,IHI Corp.,Japan,550,720,11469,0.04795535792135321,525.3472574952954,679.6373814670027,2007
96,92,ARINC,United States,550,540,1180,0.4661016949152542,776.6574030341607,784.2890242270397,2007
97,113,FIAT,Italy,550,430,80089,0.006867360061931102,546.9286749624162,475.0551063670574,2007
98,96,Tenix,Australia,540,510,. .,. .,647.5297453618083,695.3827215243407,2007
99,110,Kongsberg Gruppen,Norway,540,450,1417,0.38108680310515175,472.0943695909315,433.50444799499127,2007
100,-,VSE Corp.,United States,540,340,653,0.8269525267993875,762.5363593426304,493.8116078466546,2007
1,1,Boeing,United States,30690,29590,61530,0.49878108239882984,44573.759543570086,44362.51980500896,2006
2,2,Lockheed Martin Corp.,United States,28120,26200,39620,0.7097425542655225,40841.12474308214,39280.095264996104,2006
3,4,BAE Systems,United Kingdom,23790,21290,24922,0.9545782842468502,23862.02210583467,22140.956328468874,2006
4,3,Northrop Grumman Corp.,United States,23650,23330,30148,0.7844633143160409,34348.95448698053,34977.275669174014,2006
5,5,General Dynamics Corp.,United States,18770,16570,24063,0.7800357395171009,27261.305527299137,24842.4113946941,2006
6,6,Raytheon,United States,17610,16120,20291,0.8678724557685673,25576.536512292907,24167.75326991363,2006
7,7,EADS,Trans-European,12600,9580,49478,0.25465863616152634,13792.195780971097,10750.329246452471,2006
8,10,L-3 Communications,United States,9980,8470,12477,0.7998717640458444,14494.823077381216,12698.565148645686,2006
9,9,Finmeccanica,Italy,8640,8770,15649,0.5521119560355294,9545.293300026455,9978.09510741634,2006
10,8,Thales,France,8240,8940,12878,0.6398509085261687,8711.01018147527,9693.469723081638,2006
11,11,United Technologies Corp.,United States,7650,6840,47829,0.15994480336197706,11110.76117654973,10254.803496663104,2006
12,12,Halliburton,United States,6630,6040,22576,0.2936746987951807,9629.326353009765,9055.411274831162,2006
13,13,Science Applications International Corp.,United States,5800,5070,8294,0.6993006993006993,8423.845075031168,7601.148205859933,2006
14,14,Honeywell International,United States,4400,4300,31367,0.1402748111072146,6390.503160368471,6446.733192346689,2006
15,15,MBDA,Trans-European,4080,3920,4141,0.9852692586331804,4466.0443481239745,4398.882113370949,2006
16,17,Rolls-Royce,United Kingdom,3960,3470,13167,0.3007518796992481,3971.988547251168,3608.695089703476,2006
17,18,Computer Sciences Corp.,United States,3600,3400,14857,0.24231002221175205,5228.593494846931,5097.416942785754,2006
18,16,DCN,France,3400,3520,3396,1.0011778563015312,3594.34886128834,3816.668168372189,2006
19,19,ITT Industries,United States,3290,3190,7808,0.4213627049180328,4778.353499457335,4782.576484554869,2006
20,20,General Electric,United States,3260,3000,151568,0.02150849783595482,4734.781887000277,4497.720831869783,2006
21,21,Safran,France,2760,2630,14215,0.19416109743228985,2917.7655462222992,2851.6583189826297,2006
22,30,DRS Technologies,United States,2740,1670,2821,0.9712867777383907,3979.5406044112756,2503.731263074179,2006
23,25,Alliant Techsystems,United States,2350,2060,3565,0.6591865357643759,3413.1096424695247,3088.4349712172507,2006
24,22,Mitsubishi Heavy Industries,Japan,2260,2220,26385,0.08565472806518855,2133.306225160314,1990.9294428525955,2006
25,24,Saab,Sweden,2250,2110,2855,0.7880910683012259,2125.685967343655,2046.5078298371416,2006
26,27,Textron,United States,2180,1800,11490,0.18973020017406442,3166.2038385461974,2698.63249912187,2006
27,32,Electronic Data Systems,United States,2170,1570,21268,0.10203122061312771,3151.679967727178,2353.807235345186,2006
28,26,Rockwell Collins,United States,2040,1810,3863,0.5280869790318405,2962.8696470799277,2713.6249018947688,2006
29,31,Almaz-Antey,Russia,1950,1590,2286,0.8530183727034121,2555.168855892615,2376.7659896933123,2006
30,46,Armor Holdings,United States,1930,1190,2361,0.8174502329521389,2803.1070680707157,1784.0959299750139,2006
31,28,Rheinmetall,Germany,1810,1740,4553,0.397540083461454,2050.2094570399354,2019.5371003627897,2006
32,34,Israel Aerospace Industries,Israel,1750,1520,2813,0.6221116246000711,2955.626371643607,2640.277423303854,2006
33,45,AM General,United States,1700,1280,. .,. .,2469.058039233273,1919.0275549311073,2006
34,39,Harris Corp.,United States,1660,1440,3475,0.4776978417266187,2410.962555957196,2158.905999297496,2006
35,35,CACI International,United States,1660,1510,1938,0.8565531475748194,2410.962555957196,2263.8528187077904,2006
36,33,QinetiQ,United Kingdom,1610,1550,2115,0.7612293144208038,1614.8741315844395,1611.9531380519848,2006
37,29,CEA,France,1590,1710,4141,0.3839652257908718,1680.8866733671941,1854.120047703535,2006
38,23,Dassault Aviation Groupe,France,1570,2210,4143,0.37895244991552013,1659.7434447713804,2396.26041252913,2006
39,48,Hindustan Aeronautics,India,1550,1090,1718,0.9022118742724098,2632.213022553506,1906.165095252269,2006
40,40,URS Corp.,United States,1530,1410,4240,0.3608490566037736,2222.152235309946,2113.9287909787977,2006
41,44,ThyssenKrupp,Germany,1520,1310,59128,0.02570694087403599,1721.722858950664,1520.4560928018705,2006
42,38,Smiths Group,United Kingdom,1480,1450,6482,0.22832459117556309,1484.4805681645778,1507.9561614034697,2006
43,36,Goodrich Corp.,United States,1470,1510,5878,0.25008506294658045,2135.00901039583,2263.8528187077904,2006
44,42,Booz Allen Hamilton,United States,1450,1370,3209,0.4518541601745092,2105.961268757792,2053.9591798872007,2006
45,47,VT Group,United Kingdom,1400,1170,1848,0.7575757575757576,1404.238375290817,1216.7646267876273,2006
46,52,Elbit Systems,Israel,1400,1000,1523,0.9192383453709784,2364.5010973148856,1737.024620594641,2006
47,49,Oshkosh Truck Corp.,United States,1320,1060,3427,0.38517653924715495,1917.1509481105415,1589.1946939273232,2006
48,37,Indian Ordnance Factories,India,1290,1450,1368,0.9429824561403509,2190.680515544531,2535.7242092805413,2006
49,63,Krauss-Maffei Wegmann,Germany,1190,750,1255,0.9482071713147411,1347.9277645732172,870.4901294667196,2006
50,50,Serco Group,United Kingdom,1170,1030,4688,0.24957337883959044,1173.5420707787541,1071.168859479706,2006
51,41,Kawasaki Heavy Industries,Japan,1160,1380,12370,0.09377526273241714,1094.9713368079488,1237.604788800262,2006
52,51,Cobham,United Kingdom,1140,1010,1869,0.6099518459069021,1143.4512484510938,1050.369464150003,2006
53,53,Navantia,Spain,1130,970,1434,0.7880055788005579,1276.6577608382654,1144.350857506462,2006
54,56,ManTech International Corp.,United States,1080,930,1137,0.9498680738786279,1568.5780484540794,1394.2934578796326,2006
55,55,Mitsubishi Electric Corp.,Japan,1040,950,33154,0.031368763950051275,981.6984398967817,851.9743111306151,2006
56,60,Bechtel Corp.,United States,1000,850,20500,0.04878048780487805,1452.3870819019253,1274.3542356964385,2006
57,61,Rafael,Israel,950,800,1001,0.949050949050949,1604.4828874636723,1389.6196964757128,2006
58,58,Nexter,France,900,910,903,0.9966777408637874,951.4452868116193,986.695463982583,2006
59,59,DynCorp International,United States,900,870,2082,0.4322766570605187,1307.1483737117328,1304.339041242237,2006
60,57,ST Engineering,Singapore,880,920,2823,0.31172511512575274,1408.4012927388421,1557.2069617118393,2006
61,65,Diehl,Germany,850,720,2669,0.3184713375796178,962.8055461237266,835.6705242880508,2006
62,68,Bumar Group,Poland,820,660,985,0.8324873096446701,915.2475327354464,777.9416454377716,2006
63,62,NEC Corp.,Japan,810,770,42391,0.019107829492109173,764.5920541503781,690.5475995479723,2006
64,73,Babcock International Group,United Kingdom,760,610,1818,0.41804180418041803,762.3008323007292,634.3815575559424,2006
65,64,GKN,United Kingdom,740,740,7069,0.1046824161833357,742.2402840822889,769.5776271990121,2006
66,67,Indra,Spain,740,670,1765,0.4192634560906516,836.0413655047047,790.4279118859067,2006
67,71,Irkut,Russia,740,630,832,0.8894230769230769,969.6538222361718,941.7374676143314,2006
68,66,Ishikawajima-Harima Heavy Industries,Japan,720,690,10618,0.06780938029760783,679.6373814670027,618.802394400131,2006
69,82,Precision Castparts Corp.,United States,690,560,5319,0.12972363226170333,1002.1470865123284,839.5745552823595,2006
70,79,Jacobs Engineering Group,United States,670,570,7421,0.09028432825764722,973.09934487429,854.5669580552587,2006
71,81,Bharat Electronics,India,660,560,872,0.7568807339449541,1120.8132870227832,979.3141773773125,2006
72,75,EDO,United States,660,600,715,0.9230769230769231,958.5754740552708,899.5441663739565,2006
73,104,Tactical Missiles Corp.,Russia,650,430,688,0.9447674418604651,851.7229519642049,642.7731921812103,2006
74,77,The Aerospace Corp.,United States,640,580,720,0.8888888888888888,929.5277324172322,869.559360828158,2006
75,98,General Atomics,United States,630,460,. .,. .,915.003861598213,689.6505275533667,2006
76,78,Mitre Corp.,United States,620,570,1025,0.6048780487804878,900.4799907791937,854.5669580552587,2006
77,72,MTU Aero Engines,Germany,610,610,3031,0.20125371164632136,690.9545683946743,707.9986386329319,2006
78,89,Sukhoi,Russia,600,520,717,0.8368200836820083,786.2058018131122,777.3071161261148,2006
79,74,Fincantieri,Italy,580,610,3097,0.18727801097836616,640.7720039369611,694.0294202421856,2006
80,91,Samsung Techwin,South Korea,580,510,3005,0.1930116472545757,609.4691302253134,587.7127515839592,2006
81,80,Curtiss-Wright Corp.,United States,580,570,1282,0.45241809672386896,842.3845075031167,854.5669580552587,2006
82,85,Korea Aerospace Industries,South Korea,570,540,738,0.7723577235772358,598.9610417731528,622.2840899124274,2006
83,-,RAC MiG,Russia,570,240,577,0.9878682842287695,746.8955117224566,358.75713051974526,2006
84,83,Cubic Corp.,United States,560,540,821,0.682095006090134,813.3367658650782,809.5897497365609,2006
85,96,Vought Aircraft Industries,United States,560,470,1551,0.3610573823339781,813.3367658650782,704.642930326266,2006
86,99,Moog,United States,550,460,1306,0.4211332312404288,798.8128950460589,689.6505275533667,2006
87,90,Chugach Alaska Corporation,United States,550,520,890,0.6179775280898876,798.8128950460589,779.6049441907624,2006
88,95,United Industrial,United States,550,480,564,0.975177304964539,798.8128950460589,719.6353330991652,2006
89,76,RUAG,Switzerland,540,590,995,0.542713567839196,749.5578244716122,821.9219804194815,2006
90,97,Teledyne Technologies,United States,540,470,1433,0.3768318213538032,784.2890242270397,704.642930326266,2006
91,86,Shaw Group,United States,540,530,4776,0.11306532663316583,784.2890242270397,794.5973469636616,2006
92,-,ARINC,United States,540,330,919,0.5875952121871599,784.2890242270397,494.7492915056761,2006
93,117,UMPO,Russia,530,350,552,0.9601449275362319,694.4817916015825,523.1874820079619,2006
94,94,Ultra Electronics Group,United Kingdom,530,490,694,0.7636887608069164,531.6045277886664,509.58518557772425,2006
95,-,Hyundai Heavy Industries,South Korea,520,. .,13149,0.03954673359190813,546.4205995123499,. .,2006
96,93,Tenix,Australia,510,500,753,0.6772908366533864,695.3827215243407,696.1507453583567,2006
97,101,Severnaya Verf,Russia,510,440,637,0.8006279434850864,668.2749315411454,657.7214059528663,2006
98,-,Ceradyne,United States,510,240,663,0.7692307692307693,740.7174117699819,359.8176665495826,2006
99,105,Aerokosmicheskoe Oborudovanie,Russia,500,400,707,0.7072135785007072,655.1715015109269,597.9285508662422,2006
100,88,Avio,Italy,500,520,1758,0.2844141069397042,552.3896585663458,591.6316369277648,2006
1,1,Boeing,United States,29590,28980,54845,0.5395204667699881,44362.51980500896,44922.06331652822,2005
2,2,Lockheed Martin Corp.,United States,26200,26150,37213,0.7040550345309435,39280.095264996104,40535.26417278167,2005
3,3,Northrop Grumman Corp.,United States,23330,22160,30721,0.7594153836138147,34977.275669174014,34350.3424118104,2005
4,4,BAE Systems,United Kingdom,21290,16710,22293,0.9550082985690576,22140.956328468874,17617.787892721626,2005
5,5,General Dynamics Corp.,United States,16570,15150,21244,0.7799849369233666,24842.4113946941,23484.101423236803,2005
6,6,Raytheon,United States,16120,14970,21894,0.7362747784781218,24167.75326991363,23205.082396426067,2005
7,7,EADS,Trans-European,9580,9470,42545,0.2251733458690798,10750.329246452471,10818.649239565975,2005
8,8,Thales,France,8940,8950,12765,0.700352526439483,9693.469723081638,9889.024423792309,2005
9,9,Finmeccanica,Italy,8770,7960,14265,0.6147914475990186,9978.09510741634,9250.61378160465,2005
10,12,L-3 Communications,United States,8470,5640,10195,0.8307994114762138,12698.565148645686,8742.596173403008,2005
11,10,United Technologies Corp.,United States,6840,6740,42725,0.16009362200117028,10254.803496663104,10447.712448357495,2005
12,11,Halliburton,United States,6040,6570,20994,0.2877012479756121,9055.411274831162,10184.194478591802,2005
13,13,Science Applications International Corp.,United States,5070,4670,7792,0.6506673511293635,7601.148205859933,7238.99364003405,2005
14,15,Honeywell International,United States,4300,4190,27653,0.15549849925866996,6446.733192346689,6494.942901872092,2005
15,16,MBDA,Trans-European,3920,3790,3980,0.9849246231155779,4398.882113370949,4329.7445214313675,2005
16,18,DCN,France,3520,3240,3524,0.9988649262202043,3816.668168372189,3579.9373333058193,2005
17,17,Rolls-Royce,United Kingdom,3470,3310,12006,0.28902215558887223,3608.695089703476,3489.8191457156545,2005
18,14,Computer Sciences Corp.,United States,3400,4330,14616,0.2326217843459223,5097.416942785754,6711.957700502664,2005
19,21,ITT Industries,United States,3190,2410,7430,0.42934051144010765,4782.576484554869,3735.7547478548313,2005
20,19,General Electric,United States,3000,3000,136262,0.022016409563928314,4497.720831869783,4650.317113512238,2005
21,-,Safran,France,2630,. .,13156,0.1999087868653086,2851.6583189826297,. .,2005
22,20,Mitsubishi Heavy Industries,Japan,2220,2770,25333,0.0876327320096317,1990.9294428525955,2431.636982973179,2005
23,29,Dassault Aviation Groupe,France,2210,1670,4264,0.5182926829268293,2396.26041252913,1845.2146131545426,2005
24,25,Saab,Sweden,2110,1930,2585,0.816247582205029,2046.5078298371416,1849.1555635851205,2005
25,26,Alliant Techsystems,United States,2060,1740,3217,0.6403481504507305,3088.4349712172507,2697.1839258370983,2005
26,31,Rockwell Collins,United States,1810,1540,3445,0.525399129172714,2713.6249018947688,2387.162784936282,2005
27,38,Textron,United States,1800,1300,10043,0.17922931395001493,2698.63249912187,2015.137415855303,2005
28,28,Rheinmetall,Germany,1740,1720,4296,0.40502793296089384,2019.5371003627897,2030.3440335130456,2005
29,27,CEA,France,1710,1720,3993,0.42824943651389935,1854.120047703535,1900.4605596561757,2005
30,41,DRS Technologies,United States,1670,1260,1736,0.9619815668202765,2503.731263074179,1953.13318767514,2005
31,43,Almaz-Antey,Russia,1590,1190,1770,0.8983050847457628,2376.7659896933123,2041.9993594705325,2005
32,50,Electronic Data Systems,United States,1570,990,19757,0.07946550589664422,2353.807235345186,1534.6046474590385,2005
33,35,QinetiQ,United Kingdom,1550,1390,1912,0.8106694560669456,1611.9531380519848,1465.5131759953956,2005
34,36,Israel Aircraft Industries,Israel,1520,1370,2340,0.6495726495726496,2640.277423303854,2407.81124933747,2005
35,34,CACI International,United States,1510,1390,1755,0.8603988603988604,2263.8528187077904,2154.6469292606703,2005
36,33,Goodrich Corp.,United States,1510,1420,5397,0.2797850657772837,2263.8528187077904,2201.150100395793,2005
37,39,Indian Ordnance Factories,India,1450,1300,1563,0.927703134996801,2535.7242092805413,2435.319626646191,2005
38,42,Smiths Group,United Kingdom,1450,1240,5485,0.2643573381950775,1507.9561614034697,1307.3642721110004,2005
39,30,Harris Corp.,United States,1440,1550,3001,0.47984005331556145,2158.905999297496,2402.663841981323,2005
40,44,URS Corp.,United States,1410,1150,3918,0.35987748851454826,2113.9287909787977,1782.6215601796912,2005
41,37,Kawasaki Heavy Industries,Japan,1380,1350,11999,0.115009584132011,1237.604788800262,1185.0938364670728,2005
42,48,Booz Allen Hamilton,United States,1370,1060,2486,0.5510860820595334,2053.9591798872007,1643.1120467743242,2005
43,45,Anteon International Corp,United States,1310,1130,1493,0.8774279973208305,1964.0047632498051,1751.6194460896097,2005
44,52,ThyssenKrupp,Germany,1310,930,52318,0.025039183455025038,1520.4560928018705,1097.8022971901933,2005
45,56,AM General,United States,1280,860,. .,. .,1919.0275549311073,1333.0909058735083,2005
46,73,Armor Holdings,United States,1190,610,1637,0.7269395235186317,1784.0959299750139,945.5644797474885,2005
47,49,VT Group,United Kingdom,1170,1040,1540,0.7597402597402597,1216.7646267876273,1096.499066931807,2005
48,53,Hindustan Aeronautics,India,1090,900,1211,0.9000825763831544,1906.165095252269,1685.9905107550553,2005
49,61,Oshkosh Truck Corp.,United States,1060,770,2959,0.3582291314633322,1589.1946939273232,1193.581392468141,2005
50,55,Serco Group,United Kingdom,1030,890,4109,0.25066926259430516,1071.168859479706,938.3501630474117,2005
51,54,Cobham,United Kingdom,1010,900,1982,0.5095862764883956,1050.369464150003,948.8934233063713,2005
52,51,Elbit Systems,Israel,1000,940,1070,0.9345794392523364,1737.024620594641,1652.0748718081911,2005
53,-,Navantia,Spain,970,. .,1211,0.800990916597853,1144.350857506462,. .,2005
54,58,Engineered Support Systems,United States,970,840,1018,0.9528487229862476,1454.2630689712298,1302.0887917834266,2005
55,59,Mitsubishi Electric Corp.,Japan,950,840,32701,0.029051099354759795,851.9743111306151,737.3917204684009,2005
56,62,ManTech International Corp.,United States,930,770,980,0.9489795918367347,1394.2934578796326,1193.581392468141,2005
57,57,ST Engineering,Singapore,920,850,2006,0.45862412761714855,1557.2069617118393,1467.262552578151,2005
58,66,GIAT Industries,France,910,730,909,1.001100110011001,986.695463982583,806.590818923842,2005
59,-,DynCorp International,United States,870,940,1967,0.44229791560752413,1304.339041242237,1457.0993622338347,2005
60,60,Bechtel Corp.,United States,850,800,18100,0.04696132596685083,1274.3542356964385,1240.0845636032634,2005
61,64,Rafael,Israel,800,760,846,0.9456264775413712,1389.6196964757128,1335.7201091215163,2005
62,74,NEC Corp.,Japan,770,600,43776,0.01758954678362573,690.5475995479723,526.7083717631434,2005
63,65,Krauss-Maffei Wegmann,Germany,750,750,746,1.0053619302949062,870.4901294667196,885.3244332178979,2005
64,22,GKN,United Kingdom,740,2400,6633,0.1115633951454847,769.5776271990121,2530.3824621503236,2005
65,68,Diehl,Germany,720,650,2052,0.3508771929824561,835.6705242880508,767.2811754555114,2005
66,63,Ishikawajima-Harima Heavy Industries,Japan,690,760,10226,0.06747506356346568,618.802394400131,667.1639375666484,2005
