Rank_year,Rank_yearPrev,Company,Notes,Country,ArmsRevenue_year,ArmsRevenue_yearPrev,TotalRevenue_year,ArmsRevenue_pctTotRevenue_year,ArmsRevenue_yearPrev_constant2022Prices,Year
59,57,ThyssenKrupp,Germany,1910,1770,46504,0.041071735764665405,2077.4710181433647,1982.721599724427,2017
60,70,Oshkosh Corp.,United States,1840,1350,6830,0.26939970717423134,2197.833385842366,1646.8896922762272,2017
61,84,KBR,United States,1750,1090,4171,0.41956365380004795,2090.330665882685,1329.7109367267315,2017
62,59,ST Engineering,Singapore,1670,1690,4783,0.34915325109763745,1825.1977391095156,1854.8046227544276,2017
63,61,Fincantieri,Italy,1650,1600,5632,0.29296875,1741.1555524641917,1733.9962934715065,2017
64,60,Krauss-Maffei Wegmann,Germany,1650,1600,1737,0.9499136442141624,1794.6739161971477,1792.2907116153012,2017
65,63,Cobham,United Kingdom,1580,1550,2632,0.6003039513677811,1786.0180144854648,1707.8390208906724,2017
66,62,LIG Nex1,South Korea,1550,1600,1552,0.9987113402061856,1508.3326164107204,1623.5926886980924,2017
67,68,IHI Corp.,Japan,1470,1370,14187,0.1036159864664834,1294.9898586906693,1177.9960678477132,2017
68,74,ASELSAN,Türkiye,1440,1200,1501,0.9593604263824117,976.3094212086725,757.8035237049216,2017
69,71,DynCorp International,United States,1420,1280,2004,0.7085828343313373,1696.1540260305217,1561.4954119359782,2017
70,73,GKN,United Kingdom,1410,1210,13345,0.10565754964406145,1593.8515192560162,1333.2162679211056,2017
71,66,ManTech International Corp.,United States,1360,1460,1717,0.7920792079207921,1624.4855460574008,1781.0807042394752,2017
72,79,Bharat Electronics,India,1310,1160,1547,0.8468002585649644,1405.3060385068384,1325.0989648268594,2017
73,69,Engility,United States,1300,1350,1932,0.6728778467908902,1552.8170660842802,1646.8896922762272,2017
74,72,BWX Technologies,United States,1300,1250,1688,0.7701421800947867,1552.8170660842802,1524.8978632187288,2017
75,64,Serco Group,United Kingdom,1250,1500,4244,0.2945334590009425,1412.9889355106525,1652.7474395716185,2017
76,83,Turkish Aerospace Industries,Türkiye,1240,1120,1437,0.8629088378566457,840.7108904852457,707.2832887912602,2017
77,78,Aerojet Rocketdyne,United States,1220,1180,1877,0.6499733617474693,1457.2590927867861,1439.50358287848,2017
78,87,TransDigm Group,United States,1190,950,3504,0.3396118721461187,1421.4248528002258,1158.922376046234,2017
79,82,PGZ,Poland,1180,1140,1309,0.9014514896867838,1301.3427129763215,1324.2324719335622,2017
80,96,Vencore,United States,1130,860,1372,0.8236151603498543,1349.7563728271052,1049.1297298944853,2017
81,81,Pacific Architects and Engineers,United States,1130,1150,2331,0.4847704847704848,1349.7563728271052,1402.9060341612305,2017
82,-,Hensoldt,Germany,1120,. .,1212,0.9240924092409241,1218.2029006913972,. .,2017
83,80,Fujitsu,Japan,1120,1150,36562,0.030632897543898037,986.6589399547956,988.8288160765477,2017
84,76,Vectrus,United States,1120,1190,1115,1.0044843049327354,1337.8116261649184,1451.7027657842298,2017
85,88,Austal,Australia,1030,940,1069,0.9635173058933583,1066.2176488882862,1023.1305541993329,2017
86,92,Sierra Nevada Corp.,United States,1020,900,1600,0.6375,1218.3641595430506,1097.9264615174848,2017
87,85,UkrOboronProm,Ukraine,1020,1060,1073,0.9506057781919851,1343.856650327546,1541.2067402978805,2017
88,-,DXC,United States,1000,. .,24556,0.04072324482814791,1194.4746662186772,. .,2017
89,91,Nexter,France,960,910,1010,0.9504950495049505,1001.3983166481013,973.0122338862687,2017
90,90,Embraer,Brazil,950,930,5839,0.16269909231032711,769.9226392784061,854.7193038374382,2017
91,93,Precision Castparts Corp.,United States,950,880,9515,0.09984235417761429,1134.7509329077434,1073.5280957059852,2017
92,77,DSME,South Korea,940,1190,9783,0.0960850454870694,914.7307480168241,1207.5470622192063,2017
93,86,Jacobs Engineering Group,United States,900,990,10022,0.08980243464378368,1075.0271995968094,1207.7191076692332,2017
94,95,The Aerospace Corp.,United States,890,870,973,0.9146968139773896,1063.0824529346226,1061.3289128002352,2017
95,102,Curtiss-Wright Corp.,United States,890,790,2271,0.39189784236019376,1063.0824529346226,963.7354495542365,2017
96,89,Meggitt,United Kingdom,880,940,2599,0.3385917660638707,994.7442105994994,1035.7217287982144,2017
97,103,Teledyne Technologies,United States,880,790,2604,0.3379416282642089,1051.137706272436,963.7354495542365,2017
98,100,RUAG,Switzerland,870,820,1985,0.43828715365239296,933.3899137250675,885.4593480214444,2017
99,98,Moog,United States,860,830,2498,0.344275420336269,1027.2482129480622,1012.5321811772359,2017
100,58,Korea Aerospace Industries,South Korea,860,1760,1826,0.4709748083242059,836.8813226536901,1785.9519575679017,2017
1,1,Lockheed Martin Corp.,United States,40630,36440,47290,0.8591668428843308,49565.28014606156,45014.644467614635,2016
2,2,Boeing,United States,29510,27960,94571,0.3120406890061435,35999.788754867746,34539.22775286787,2016
3,3,BAE Systems,United Kingdom,24140,27670,25354,0.9521180089926639,26598.21546083925,27196.36516770282,2016
4,4,Raytheon,United States,22910,21780,24069,0.9518467738584901,27948.32803707286,26905.020760281193,2016
5,5,Northrop Grumman Corp.,United States,21400,20060,24508,0.8731842663620042,26106.251418304637,24780.290011535388,2016
6,6,General Dynamics Corp.,United States,19200,19240,30651,0.6264069687775277,23422.431179039675,23767.336980156575,2016
7,7,NORINCO,China,17320,16910,61264,0.2827108905719509,19301.944283052148,18000.543805167403,2016
8,8,AVIC,China,14290,15090,55819,0.25600601945574086,15925.218464481246,16063.170078058905,2016
9,9,Rostec,Russia,13210,13100,18874,0.6999046307089117,17741.223610997098,17108.802675990148,2016
10,11,CASC,China,12810,12330,32062,0.3995383943609257,14275.86063890866,13125.174755630636,2016
11,10,Airbus Group,Trans-European,12520,12860,73652,0.169988595014392,13706.705589237465,14086.74240124616,2016
12,12,CETC,China,10970,12000,27164,0.4038433220438816,12225.307666575176,12773.892706209865,2016
13,-,CASIC,China,9490,. .,30552,0.3106179628174915,10575.949841002592,. .,2016
14,14,Leonardo,Italy,8500,9300,13277,0.6402048655569782,9211.855309067378,10041.050808601354,2016
15,17,Thales,France,8170,8100,16471,0.4960233137028717,8735.725220715181,8652.34736505516,2016
16,15,CSGC,China,8080,9080,71079,0.11367633196865459,9004.602182855737,9665.578814365464,2016
17,16,L3 Technologies,United States,7630,8770,9210,0.8284473398479913,9307.97655708712,10833.656201453907,2016
18,13,United Technologies Corp.,United States,6870,9500,57244,0.1200125777374048,8380.838656250133,11735.431461096021,2016
19,19,Huntington Ingalls Industries,United States,6720,6740,7068,0.9507640067911715,8197.850912663886,8325.979794503914,2016
20,21,CSIC,China,6170,5320,42107,0.14653145557745742,6876.039043096521,5663.092433086374,2016
21,18,Almaz-Antey,Russia,6110,7380,6539,0.9343936381709742,8205.819550582306,9638.394179298266,2016
22,20,CSSC,China,5970,6090,29847,0.20002010252286662,6653.152850451577,6482.750548401506,2016
23,26,Textron,United States,4760,3650,13788,0.3452277342616768,5806.811063136919,4508.876298210576,2016
24,23,Rolls-Royce,United Kingdom,4450,4790,18601,0.23923444976076555,4903.150737395802,4708.008281651482,2016
25,31,Leidos,United States,4300,3290,7043,0.6105352832599744,5245.648649472427,4064.1652112637803,2016
26,22,Harris Corp.,United States,4200,4920,5900,0.711864406779661,5123.656820414929,6077.718188272887,2016
27,24,United Shipbuilding Corp.,Russia,4060,4140,4501,0.9020217729393468,5452.639504969586,5406.904051801466,2016
28,25,Booz Allen Hamilton,United States,4000,3900,5804,0.6891798759476223,4879.673162299932,4817.70344192363,2016
29,27,Mitsubishi Heavy Industries,Japan,3670,3470,35947,0.10209475060505745,3155.6537000008084,3312.6889393190413,2016
30,33,General Electric,United States,3590,2990,123780,0.029003069962837292,4379.506663164189,3693.572638808116,2016
31,29,Honeywell International,United States,3480,3380,39302,0.08854511220803013,4245.315651200941,4175.342983000479,2016
32,30,DCNS,France,3480,3330,3530,0.9858356940509915,3720.9698614551817,3557.076138967122,2016
33,28,Babcock International Group,United Kingdom,3380,3400,7040,0.48011363636363635,3724.190897168047,3341.801285514622,2016
34,34,Rheinmetall,Germany,3260,2870,6197,0.5260609972567372,3651.7923249161763,3221.642209117261,2016
35,32,MBDA,Trans-European,3240,3160,3269,0.9911287855613338,3547.1027243713565,3461.439034831871,2016
36,36,Elbit Systems,Israel,2930,2800,3260,0.8987730061349694,3603.3063595364224,3464.57126024045,2016
37,41,CACI International,United States,2830,2440,4355,0.6498277841561424,3452.368762327202,3014.152922639399,2016
38,38,Bechtel Corp.,United States,2820,2650,32900,0.08571428571428572,3440.169579421452,3273.5677233583638,2016
39,39,Saab,Sweden,2770,2640,3342,0.8288450029922202,2728.9161199799696,2586.305622824002,2016
40,44,Hindustan Aeronautics,India,2770,2350,2917,0.9496057593417895,3164.2449418710353,2689.72294866026,2016
41,35,Science Applications International Corp.,United States,2630,2850,4450,0.5910112359550562,3208.3851042122055,3520.6294383288064,2016
42,37,Israel Aerospace Industries,Israel,2610,2780,3577,0.7296617277047805,3209.771193989782,3439.824322667304,2016
43,40,Sandia National Laboratories,United States,2600,2450,3070,0.8469055374592834,3171.787555494956,3026.506008387921,2016
44,43,Safran,France,2600,2380,18232,0.14260640631856078,2780.034953960768,2542.2946578804053,2016
45,42,Tactical Missiles Corp.,Russia,2530,2390,2576,0.9821428571428571,3397.8270806830174,3121.3769767646145,2016
46,46,Indian Ordnance Factories,India,2280,2180,2381,0.9575808483830324,2604.5048619010686,2495.1472459912197,2016
47,48,CSRA,United States,2250,2070,4993,0.45063088323653117,2744.8161537937117,2557.0887499440805,2016
48,74,Hanwha Techwin,South Korea,2250,1080,3031,0.7423292642692181,2283.1772184816923,1078.3315292314703,2016
49,45,Rockwell Collins,United States,2230,2220,5259,0.4240349876402358,2720.4177879822123,2742.3850361719124,2016
50,56,Kawasaki Heavy Industries,Japan,2170,1880,13949,0.15556670729084524,1865.8769833792246,1794.770952714639,2016
51,47,AECOM,United States,2120,2150,17411,0.12176210441674803,2586.226776018964,2655.9134359322575,2016
52,54,CEA,France,2020,1950,4577,0.4413371203845314,2159.8733103849045,2082.972513809576,2016
53,52,Rafael,Israel,1990,1980,2029,0.9807787087235091,2447.2968107431675,2449.9468197414612,2016
54,63,Orbital ATK,United States,1920,1630,4455,0.43097643097643096,2342.2431179039672,2013.5529770091068,2016
55,50,General Atomics,United States,1910,2020,. .,. .,2330.0439349982175,2495.3233212014698,2016
56,49,Fluor Corp.,United States,1900,2050,19037,0.09980564164521721,2317.844752092468,2532.3825784470364,2016
57,55,ThyssenKrupp,Germany,1770,1890,43433,0.040752423272626806,1982.721599724427,2121.5692596625863,2016
58,61,Korea Aerospace Industries,South Korea,1760,1650,2538,0.6934594168636722,1785.9519575679017,1647.4509474369686,2016
59,60,ST Engineering,Singapore,1690,1660,4836,0.34946236559139787,1854.8046227544276,1802.9312018443572,2016
60,75,Krauss-Maffei Wegmann,Germany,1600,1030,1659,0.9644364074743822,1792.2907116153012,1156.199120345219,2016
61,64,Fincantieri,Italy,1600,1500,4899,0.32659726474790773,1733.9962934715065,1619.5243239679603,2016
62,59,LIG Nex1,South Korea,1600,1680,1603,0.9981285090455396,1623.5926886980924,1677.4046010267316,2016
63,53,Cobham,United Kingdom,1550,1960,2623,0.5909264201296226,1707.8390208906724,1926.4501528260762,2016
64,62,Serco Group,United Kingdom,1500,1630,4713,0.31826861871419476,1652.7474395716185,1602.0988515849513,2016
65,58,United Launch Alliance,United States,1470,1730,1800,0.8166666666666667,1793.279887145225,2137.083834494328,2016
66,65,ManTech International Corp.,United States,1460,1420,1602,0.9113607990012484,1781.0807042394752,1754.1381762901422,2016
67,57,Dassault Aviation Groupe,France,1380,1850,3967,0.34786992689689944,1475.5570140253308,1976.15341053729,2016
68,67,IHI Corp.,Japan,1370,1270,13651,0.10035894806241301,1177.9960678477132,1212.4250584827614,2016
69,83,Oshkosh Corp.,United States,1350,940,6279,0.21500238891543239,1646.8896922762272,1161.19006036108,2016
70,66,Engility,United States,1350,1300,2076,0.6502890173410405,1646.8896922762272,1605.9011473078767,2016
71,79,DynCorp International,United States,1280,990,1836,0.6971677559912854,1561.4954119359782,1222.9554891036908,2016
72,72,BWX Technologies,United States,1250,1150,1551,0.8059316569954867,1524.8978632187288,1420.6048610800447,2016
73,82,GKN,United Kingdom,1210,950,11906,0.10162943053922392,1333.2162679211056,933.7385944820268,2016
74,78,ASELSAN,Türkiye,1200,1000,1247,0.9623095429029671,757.8035237049216,612.841713943419,2016
75,-,Hewlett Packard Enterprise Company,United States,1200,. .,50123,0.023941104881990305,1463.9019486899797,. .,2016
76,70,Vectrus,United States,1190,1180,1191,0.9991603694374476,1451.7027657842298,1457.664118325611,2016
77,77,DSME,South Korea,1190,1000,11044,0.10775081492212966,1207.5470622192063,998.4551196587689,2016
78,68,Aerojet Rocketdyne,United States,1180,1220,1761,0.6700738216922203,1439.50358287848,1507.0764613196995,2016
79,81,Bharat Electronics,India,1160,960,1313,0.8834729626808835,1325.0989648268594,1098.7804386016383,2016
80,95,Fujitsu,Japan,1150,830,41417,0.02776637612574547,988.8288160765477,792.3722823155056,2016
81,84,Pacific Architects and Engineers,United States,1150,940,2229,0.515926424405563,1402.9060341612305,1161.19006036108,2016
82,69,PGZ,Poland,1140,1190,1268,0.8990536277602523,1324.2324719335622,1313.117852036949,2016
83,87,Turkish Aerospace Industries,Türkiye,1120,890,1300,0.8615384615384616,707.2832887912602,545.4291254096429,2016
84,120,KBR,United States,1090,600,4268,0.25538894095595127,1329.7109367267315,741.1851449113277,2016
85,91,UkrOboronProm,Ukraine,1060,870,1107,0.957542908762421,1541.2067402978805,1231.3403610343635,2016
86,71,Jacobs Engineering Group,United States,990,1150,10964,0.09029551258664721,1207.7191076692332,1420.6048610800447,2016
87,101,TransDigm Group,United States,950,790,3171,0.29959003468937245,1158.922376046234,975.8937741332481,2016
88,80,Austal,Australia,940,980,970,0.9690721649484536,1023.1305541993329,1068.745371163664,2016
89,90,Meggitt,United Kingdom,940,870,2688,0.34970238095238093,1035.7217287982144,855.1079759993297,2016
90,99,Embraer,Brazil,930,810,6218,0.14956577677709876,854.7193038374382,771.7268815131717,2016
91,73,Nexter,France,910,1130,958,0.9498956158663883,973.0122338862687,1207.055866976831,2016
92,76,Sierra Nevada Corp.,United States,900,1010,. .,. .,1097.9264615174848,1247.6616606007349,2016
93,94,Precision Castparts Corp.,United States,880,840,8801,0.09998863765481196,1073.5280957059852,1037.6592028758587,2016
94,92,Cubic Corp.,United States,880,860,1462,0.6019151846785226,1073.5280957059852,1062.365374372903,2016
95,96,The Aerospace Corp.,United States,870,830,940,0.925531914893617,1061.3289128002352,1025.3061171273366,2016
96,93,Vencore,United States,860,850,1168,0.7363013698630136,1049.1297298944853,1050.012288624381,2016
97,97,Mitsubishi Electric Corp.,Japan,830,820,38928,0.021321413892314015,713.676449863943,782.8256283117042,2016
98,88,Moog,United States,830,880,2412,0.3441127694859038,1012.5321811772359,1087.0715458699472,2016
99,85,QinetiQ,United Kingdom,820,910,1057,0.7757805108798487,903.5019336324848,894.4232852406783,2016
100,98,RUAG,Switzerland,820,820,1909,0.429544264012572,885.4593480214444,860.7505261072912,2016
1,1,Lockheed Martin Corp.,United States,36440,36480,46132,0.7899072227521027,45014.644467614635,45117.51501036651,2015
2,2,Boeing,United States,27960,28300,96114,0.2909045508458705,34539.22775286787,35000.70380464288,2015
3,3,BAE Systems,United Kingdom,27670,27520,27812,0.9948942902344312,27196.36516770282,25188.89179655,2015
4,4,Raytheon,United States,21780,21370,23247,0.9368950832365467,26905.020760281193,26429.860081456478,2015
5,5,Northrop Grumman Corp.,United States,20060,19660,23256,0.8625730994152047,24780.290011535388,24314.976565345547,2015
6,6,General Dynamics Corp.,United States,19240,18600,31469,0.6113953414471385,23767.336980156575,23003.996140153977,2015
7,-,NORINCO,China,16910,. .,62160,0.27203989703989706,18000.543805167403,. .,2015
8,-,AVIC,China,15090,. .,59706,0.25273841824942217,16063.170078058905,. .,2015
9,-,Rostec,Russia,13100,. .,18708,0.7002351935001069,17108.802675990148,. .,2015
10,7,Airbus Group,Trans-European,12860,14490,71476,0.1799205327662432,14086.74240124616,13304.172141706289,2015
11,-,CASC,China,12330,. .,30834,0.3998832457676591,13125.174755630636,. .,2015
12,-,CETC,China,12000,. .,26654,0.4502138515795003,12773.892706209865,. .,2015
13,8,United Technologies Corp.,United States,9500,13020,61047,0.1556178026766262,11735.431461096021,16102.797298107784,2015
14,9,Finmeccanica,Italy,9300,10540,14412,0.6452955870108243,10041.050808601354,9516.108694215589,2015
15,-,CSGC,China,9080,. .,70723,0.12838821882555887,9665.578814365464,. .,2015
16,10,L-3 Communications,United States,8770,9810,10466,0.8379514618765527,10833.656201453907,12132.752802952178,2015
17,11,Thales,France,8100,8600,15596,0.5193639394716594,8652.34736505516,7681.8249509266825,2015
18,16,Almaz-Antey,Russia,7380,5130,7830,0.9425287356321839,9638.394179298266,4874.987486752053,2015
19,12,Huntington Ingalls Industries,United States,6740,6680,7020,0.9601139601139601,8325.979794503914,8261.650226678956,2015
20,-,CSSC,China,6090,. .,30467,0.19988840384678505,6482.750548401506,. .,2015
21,-,CSIC,China,5320,. .,35452,0.150062055737335,5663.092433086374,. .,2015
22,28,Harris Corp.,United States,4920,3110,7467,0.6588991562876657,6077.718188272887,3846.3670965526276,2015
23,15,Rolls-Royce,United Kingdom,4790,5430,20402,0.23478090383295755,4708.008281651482,4970.04660084544,2015
24,14,United Shipbuilding Corp.,Russia,4140,5990,4607,0.898632515736922,5406.904051801466,5692.236851002884,2015
25,21,Booz Allen Hamilton,United States,3900,3900,5400,0.7222222222222222,4817.70344192363,4823.418545516157,2015
26,18,Textron,United States,3650,4450,13423,0.2719213290620577,4508.876298210576,5503.644237832537,2015
27,20,Mitsubishi Heavy Industries,Japan,3470,3920,33433,0.10378966889001884,3312.6889393190413,3301.517872198428,2015
28,23,Babcock International Group,United Kingdom,3400,3560,7397,0.459645802352305,3341.801285514622,3258.446758565334,2015
29,17,Honeywell International,United States,3380,4750,38581,0.08760788989398927,4175.342983000479,5874.676433641473,2015
30,19,DCNS,France,3330,3980,3370,0.9881305637982196,3557.076138967122,3555.0771284521156,2015
31,24,Leidos,United States,3290,3390,4712,0.6982173174872666,4064.1652112637803,4192.663812640967,2015
32,27,MBDA,Trans-European,3160,3120,3216,0.9825870646766169,3461.439034831871,2864.6664652949357,2015
33,25,General Electric,United States,2990,3210,117400,0.02546848381601363,3693.572638808116,3970.0444951556055,2015
34,31,Rheinmetall,Germany,2870,2970,5748,0.49930410577592205,3221.642209117261,2801.1371129208246,2015
35,26,Science Applications International Corp.,United States,2850,3170,4315,0.660486674391657,3520.6294383288064,3920.5735357144144,2015
36,34,Elbit Systems,Israel,2800,2810,3108,0.9009009009009009,3464.57126024045,3180.308143566318,2015
37,32,Israel Aerospace Industries,Israel,2780,2880,3709,0.7495281747101644,3439.824322667304,3259.5329015911016,2015
38,38,Bechtel Corp.,United States,2650,2480,32300,0.08204334365325078,3273.5677233583638,3067.1994853538636,2015
39,36,Saab,Sweden,2640,2710,3223,0.8191126279863481,2586.305622824002,2158.434603668147,2015
40,-,Sandia National Laboratories,United States,2450,. .,2900,0.8448275862068966,3026.506008387921,. .,2015
41,35,CACI International,United States,2440,2730,3744,0.6517094017094017,3014.152922639399,3376.3929818613096,2015
42,33,Tactical Missiles Corp.,Russia,2390,2810,2500,0.956,3121.3769767646145,2670.3147831916704,2015
43,29,Safran,France,2380,3100,19312,0.12323943661971831,2542.2946578804053,2769.029924171246,2015
44,39,Hindustan Aeronautics,India,2350,2330,2609,0.9007282483710234,2689.72294866026,2661.5219688007414,2015
45,47,Rockwell Collins,United States,2220,2230,5244,0.4233409610983982,2742.3850361719124,2758.0059888464175,2015
46,56,Indian Ordnance Factories,India,2180,1800,2263,0.9633230225364561,2495.1472459912197,2056.111392206581,2015
47,30,AECOM,United States,2150,3080,17990,0.11951083935519734,2655.9134359322575,3809.2638769717337,2015
48,-,CSRA,United States,2070,. .,4250,0.48705882352941177,2557.0887499440805,. .,2015
49,60,Fluor Corp.,United States,2050,1500,18114,0.11317213205255604,2532.3825784470364,1855.1609790446755,2015
50,52,General Atomics,United States,2020,2060,. .,. .,2495.3233212014698,2547.7544112213545,2015
51,42,Hewlett-Packard Company,United States,2000,2300,103355,0.019350781287794494,2470.6171497044256,2844.5801678685025,2015
52,54,Rafael,Israel,1980,2000,2019,0.9806835066864784,2449.9468197414612,2263.5645149938205,2015
53,55,Cobham,United Kingdom,1960,1860,3166,0.6190777005685407,1926.4501528260762,1702.4469019470566,2015
54,44,CEA,France,1950,2290,4562,0.42744410346339323,2082.972513809576,2045.5092020490815,2015
55,41,ThyssenKrupp,Germany,1890,2310,47442,0.03983811812318199,2121.5692596625863,2178.662198938419,2015
56,51,Kawasaki Heavy Industries,Japan,1880,2080,12731,0.14767103919566413,1794.770952714639,1751.8258097379412,2015
57,66,Dassault Aviation Groupe,France,1850,1320,4631,0.3994817534009933,1976.15341053729,1179.0708064213047,2015
58,37,United Launch Alliance,United States,1730,2520,. .,. .,2137.083834494328,3116.670444795055,2015
59,64,LIG Nex1,South Korea,1680,1330,1683,0.9982174688057041,1677.4046010267316,1244.8760280405475,2015
60,53,ST Engineering,Singapore,1660,2010,4608,0.3602430555555556,1802.9312018443572,2001.4180078009128,2015
61,73,Korea Aerospace Industries,South Korea,1650,1160,2687,0.6140677335318199,1647.4509474369686,1085.7565357346127,2015
62,50,Serco Group,United Kingdom,1630,2180,5980,0.2725752508361204,1602.0988515849513,1995.3409926046147,2015
63,-,Orbital ATK,United States,1630,. .,3174,0.5135475740390675,2013.5529770091068,. .,2015
64,59,Fincantieri,Italy,1500,1590,4639,0.3233455486096141,1619.5243239679603,1435.542013643528,2015
65,58,ManTech International Corp.,United States,1420,1690,1559,0.9108402822322001,1754.1381762901422,2090.1480363903347,2015
66,88,Engility,United States,1300,930,2086,0.62320230105465,1605.9011473078767,1150.1998070076988,2015
67,71,IHI Corp.,Japan,1270,1180,12717,0.09986632067311473,1212.4250584827614,993.8242574474859,2015
68,70,Aerojet Rocketdyne,United States,1220,1180,1708,0.7142857142857143,1507.0764613196995,1459.3933035151447,2015
69,61,PGZ,Poland,1190,1460,1326,0.8974358974358975,1313.117852036949,1336.4390305158483,2015
70,72,Vectrus,United States,1180,1170,1181,0.9991532599491956,1457.664118325611,1447.025563654847,2015
71,74,Jacobs Engineering Group,United States,1150,1140,12115,0.09492364836978952,1420.6048610800447,1409.9223440739534,2015
72,69,BWX Technologies,United States,1150,1200,1416,0.8121468926553672,1420.6048610800447,1484.1287832357405,2015
73,65,Nexter,France,1130,1320,1187,0.9519797809604044,1207.055866976831,1179.0708064213047,2015
74,78,Hanwha Techwin,South Korea,1080,1030,2310,0.4675324675324675,1078.3315292314703,964.0769239712511,2015
75,87,Krauss-Maffei Wegmann,Germany,1030,940,1085,0.9493087557603687,1156.199120345219,886.5551805203957,2015
76,76,Sierra Nevada Corp.,United States,1010,1100,. .,. .,1247.6616606007349,1360.451384632762,2015
77,-,DSME,South Korea,1000,400,13653,0.07324397568300008,998.4551196587689,374.39880542572854,2015
78,75,ASELSAN,Türkiye,1000,1130,1022,0.9784735812133072,612.841713943419,599.9443706549891,2015
79,67,DynCorp International,United States,990,1300,1923,0.514820592823713,1222.9554891036908,1607.8061818387189,2015
80,68,Austal,Australia,980,1240,1008,0.9722222222222222,1068.745371163664,1144.1090801916719,2015
81,85,Bharat Electronics,India,960,950,1176,0.8163265306122449,1098.7804386016383,1085.1699014423623,2015
82,82,GKN,United Kingdom,950,990,11747,0.0808717119264493,933.7385944820268,906.1410929718204,2015
83,57,Oshkosh Corp.,United States,940,1730,6098,0.1541489012791079,1161.19006036108,2139.618995831526,2015
84,-,Pacific Architects and Engineers,United States,940,480,2100,0.44761904761904764,1161.19006036108,593.6515132942961,2015
85,81,QinetiQ,United Kingdom,910,990,1155,0.7878787878787878,894.4232852406783,906.1410929718204,2015
86,79,Triumph Group,United States,890,1010,3886,0.2290272774060731,1099.4246316184694,1249.1417258900815,2015
87,94,Turkish Aerospace Industries,Türkiye,890,850,1035,0.8599033816425121,545.4291254096429,451.2855885457883,2015
88,93,Moog,United States,880,860,2525,0.3485148514851485,1087.0715458699472,1063.625627985614,2015
89,83,Pilatus Aircraft,Switzerland,870,960,1166,0.7461406518010292,913.2353142845651,948.3267616803779,2015
90,91,Meggitt,United Kingdom,870,890,2516,0.34578696343402227,855.1079759993297,814.6116896413336,2015
91,95,UkrOboronProm,Ukraine,870,840,916,0.9497816593886463,1231.3403610343635,961.9721534733712,2015
92,99,Cubic Corp.,United States,860,800,1431,0.6009783368273934,1062.365374372903,989.419188823827,2015
93,111,Vencore,United States,850,730,1167,0.7283633247643531,1050.012288624381,902.8450098017421,2015
94,80,Precision Castparts Corp.,United States,840,1000,9300,0.09032258064516129,1037.6592028758587,1236.7739860297838,2015
95,92,Fujitsu,Japan,830,890,39153,0.02119888641994228,792.3722823155056,749.5793128205614,2015
96,101,The Aerospace Corp.,United States,830,790,917,0.9051254089422028,1025.3061171273366,977.0514489635292,2015
97,77,Mitsubishi Electric Corp.,Japan,820,1040,36303,0.022587664931272896,782.8256283117042,875.9129048689706,2015
98,97,RUAG,Switzerland,820,840,1812,0.45253863134657835,860.7505261072912,829.7859164703307,2015
99,62,Embraer,Brazil,810,1460,5828,0.13898421413864104,771.7268815131717,1073.3527593796564,2015
100,107,Curtiss-Wright Corp.,United States,790,760,2206,0.35811423390752495,975.8937741332481,939.9482293826356,2015
1,1,Lockheed Martin Corp.,United States,36480,35400,45600,0.8,45117.51501036651,44492.037510465874,2014
2,2,Boeing,United States,28300,30700,90762,0.311804499680483,35000.70380464288,38584.90258675995,2014
3,3,BAE Systems,United Kingdom,27520,26800,29185,0.9429501456227514,25188.89179655,26211.92179011706,2014
4,4,Raytheon,United States,21370,21950,22826,0.9362130903355822,26429.860081456478,27587.57693092446,2014
5,5,Northrop Grumman Corp.,United States,19660,20200,23979,0.8198840652237375,24314.976565345547,25388.111799757364,2014
6,6,General Dynamics Corp.,United States,18600,18660,30852,0.602878257487359,23003.996140153977,23452.582484330316,2014
7,7,Airbus Group,Trans-European,14490,15740,80521,0.17995305572459358,13304.172141706289,14542.962245213259,2014
8,8,United Technologies Corp.,United States,13020,11900,65100,0.2,16102.797298107784,14956.362891936267,2014
9,9,Finmeccanica,Italy,10540,10560,19455,0.5417630429195579,9516.108694215589,9549.898651672152,2014
10,11,L-3 Communications,United States,9810,10340,12124,0.8091388980534477,12132.752802952178,12995.696832153026,2014
11,10,Thales,France,8600,10370,17207,0.49979659440925206,7681.8249509266825,9302.823171898362,2014
12,13,Huntington Ingalls Industries,United States,6680,6550,6957,0.9601839873508696,8261.650226678956,8232.283776653996,2014
13,14,United Aircraft Corp.,Russia,6120,5580,7675,0.7973941368078176,5815.77454559894,4742.990208227224,2014
14,16,United Shipbuilding Corp.,Russia,5990,5110,7341,0.8159651273668438,5692.236851002884,4343.491032982279,2014
15,15,Rolls-Royce,United Kingdom,5430,5550,24021,0.22605220432121895,4970.04660084544,5428.215146833943,2014
16,12,Almaz-Antey,Russia,5130,8170,5450,0.9412844036697248,4874.987486752053,6944.485663300434,2014
17,17,Honeywell International,United States,4750,4870,40306,0.1178484592864586,5874.676433641473,6120.797250733582,2014
18,19,Textron,United States,4450,4160,13878,0.3206513906903012,5503.644237832537,5228.442826088645,2014
19,18,DCNS,France,3980,4380,4066,0.9788489916379735,3555.0771284521156,3929.2541458934256,2014
20,25,Mitsubishi Heavy Industries,Japan,3920,3590,37681,0.10403120936280884,3301.517872198428,2862.1604566535166,2014
21,20,Booz Allen Hamilton,United States,3900,4100,5275,0.7393364928909952,4823.418545516157,5153.032593020059,2014
